faction,rank,kind,detachments,dp_cost,score_prudent,score_central,score_favorable,primary,secondary,inventory,rule_stratagem,enhancement,flexibility,interpretation_coverage_pct,evidence_confidence_pct,inference_share_pct,conditionality_pct,inference_count,unsupported_count
Dark Angels,140,combination,DARK AGE ARSENAL + FULGURIS TASK FORCE + LIBRARIUS CONCLAVE,3,73.25,81.46,82.57,97.55,97.97,95.52,46.73,41.17,97.87,55.56,78.26,10.08,29.8,23,8
Dark Angels,141,combination,DARKFLIGHT PURSUIT + VENGEFUL HOSTS,2,77.2,81.17,82.43,97.71,92.8,77.74,63.12,64.02,77.07,50,75.38,4.89,29.48,13,6
Dark Angels,142,single,FULGURIS TASK FORCE,1,76.76,81.08,82.32,94.7,92.08,96.57,74.37,2.4,93.87,66.67,74.55,5.33,31.46,11,2
Dark Angels,143,combination,DARKFLIGHT PURSUIT + SUBVERSION ASSETS,2,74.8,80.97,81.81,99.49,94.36,74.98,64.75,59.87,70.96,33.33,80,7.62,18.75,14,8
Dark Angels,144,combination,DARKFLIGHT PURSUIT + LIBRARIUS CONCLAVE + SUBVERSION ASSETS,3,72.43,80.96,81.43,100,99.47,80.89,49.94,59.08,80.46,50,80,10.54,23.73,25,9
Dark Angels,145,combination,DARKFLIGHT PURSUIT + HEADHUNTER TASK FORCE,3,76.09,80.94,81.73,99.33,93.59,78.3,54.87,71.32,78.27,64.71,76.67,5.99,31.51,18,6
Dark Angels,146,combination,DARKFLIGHT PURSUIT + LION’S BLADE TASK FORCE,3,75.62,80.69,81.8,100,94.37,78.72,52.75,69.17,77.63,70.59,76.84,6.28,37.61,19,5
Dark Angels,147,combination,DARK AGE ARSENAL + DARKFLIGHT PURSUIT + VENGEFUL HOSTS,3,77.16,80.47,81.59,95.93,92.41,82.36,56.76,63.36,80.4,38.89,77.14,4.11,27.58,14,11
Dark Angels,148,combination,DARKFLIGHT PURSUIT + VANGUARD SPEARHEAD,3,75.07,80.45,81.55,99.89,94.23,79.15,54.14,61.98,81.07,64.71,76.67,6.69,35.49,18,6
Dark Angels,149,combination,DARKFLIGHT PURSUIT + FULGURIS TASK FORCE + INTERROGATION CONCLAVE,3,75.54,80.39,81.79,97.5,93.68,85.23,59.59,42.07,86,66.67,76.84,6.03,30.39,19,6
Dark Angels,150,combination,FULGURIS TASK FORCE + LIBRARIUS CONCLAVE,2,71.91,80.23,81.14,99.67,97.97,92.52,47.3,31.47,93.87,75,77.27,10.37,31.06,22,3
Dark Angels,151,combination,DARK AGE ARSENAL + FULGURIS TASK FORCE,2,76.51,80.11,81.25,92.27,91.68,95.19,59.85,31.33,91.87,41.67,76.67,4.49,29.04,12,7
Dark Angels,152,combination,DARKFLIGHT PURSUIT + INTERROGATION CONCLAVE + LIBRARIUS CONCLAVE,3,72.03,80.07,81.04,99.35,98.47,83.67,41.77,61.1,87.6,72.22,77.69,10.04,30.74,26,5
Dark Angels,153,combination,DARK AGE ARSENAL + LIBRARIUS CONCLAVE,2,71.26,79.47,80.75,95.96,97.9,92.45,33.06,60.47,93.07,50,77.89,10.33,30,19,6
Dark Angels,154,single,DARK AGE ARSENAL,1,76.26,79.35,80.51,90.16,91.24,94.95,45.92,57.85,91.07,16.67,75,3.89,29.21,8,5
Dark Angels,155,combination,DARK AGE ARSENAL + DARKFLIGHT PURSUIT + INTERROGATION CONCLAVE,3,75.14,79.3,80.92,94.88,93.21,83.71,49.73,61.75,83.2,50,77.5,5.25,28.94,16,9
Dark Angels,156,combination,DARKFLIGHT PURSUIT + INTERROGATION CONCLAVE,2,74.32,79.1,80.8,96.14,93.52,79.09,52.46,61.91,79.87,66.67,76,6.04,30.81,15,4
Dark Angels,157,combination,DARKFLIGHT PURSUIT + FULGURIS TASK FORCE + LIBRARIUS CONCLAVE,3,71.15,79.04,79.88,99.77,97.97,83.56,48.2,38.66,87.6,66.67,77.6,9.98,29.43,25,6
Dark Angels,158,combination,DARK AGE ARSENAL + DARKFLIGHT PURSUIT + LIBRARIUS CONCLAVE,3,70.43,78.25,79.68,97.55,97.7,82.56,38.54,58.08,85.8,50,78.18,9.99,28.33,22,9
Dark Angels,159,combination,DARK AGE ARSENAL + DARKFLIGHT PURSUIT + FULGURIS TASK FORCE,3,74.01,76.99,78.12,93.41,90.9,82.01,56.15,39.31,80.4,44.44,77.33,3.87,26.72,15,10
Dark Angels,160,combination,DARKFLIGHT PURSUIT + FULGURIS TASK FORCE,2,72.91,76.59,77.77,95.99,91.26,77.39,62.1,28.24,77.07,58.33,75.71,4.8,28.5,14,5
Dark Angels,161,combination,DARKFLIGHT PURSUIT + LIBRARIUS CONCLAVE,2,67.67,75.54,76.35,98.97,97.49,74.22,35.03,56.59,77.27,66.67,80,10.42,27.58,15,4
Dark Angels,162,combination,DARK AGE ARSENAL + DARKFLIGHT PURSUIT,2,72.28,75.2,76.38,91.72,90.61,75.87,47.39,58.37,74.27,33.33,76.36,3.88,26.2,11,8
Dark Angels,163,single,LIBRARIUS CONCLAVE,1,66.52,73.75,75.3,95.25,96.4,82.74,20.3,60.27,79.27,83.33,80,9.8,30.65,11,1
Dark Angels,164,single,DARKFLIGHT PURSUIT,1,68.29,69.35,70.05,89.62,87.08,57.97,48.37,54.08,59.67,50,80,1.53,18.75,4,3
Blood Angels,1,single,FIRESTORM ASSAULT FORCE,2,86.9,94.59,95.64,100,97.47,99.88,81.28,89.86,100,100,76.84,8.13,36.1,19,0
Blood Angels,2,single,LIBERATOR ASSAULT GROUP,3,87.48,94.26,95.36,99.96,96.17,99.52,82.94,87.39,99.96,72.73,76.25,7.19,39.46,16,3
Blood Angels,3,single,IRONSTORM SPEARHEAD,2,86.89,93.98,95.13,100,96.61,99.25,81.48,86.82,100,81.82,76.47,7.54,33.05,17,2
Blood Angels,4,combination,FIRESTORM ASSAULT FORCE + VENGEFUL HOSTS,3,86.64,93.43,94.53,100,97.65,99.99,78.99,82.26,100,82.35,77.27,7.27,35.8,22,3
Blood Angels,5,single,RAGE-CURSED ONSLAUGHT,3,86.58,93.3,94.48,100,96.33,98.86,78.62,87.95,98.44,72.73,76.25,7.2,38.13,16,3
Blood Angels,6,combination,IRONSTORM SPEARHEAD + VENGEFUL HOSTS,3,86.75,92.94,94.1,100,96.79,99.38,79.07,80.51,100,70.59,77,6.66,33.09,20,5
Blood Angels,7,single,THE ANGELIC HOST,2,85.84,92.81,93.82,100,97.54,99.16,81.52,72.91,100,100,76.84,7.51,38.26,19,0
Blood Angels,8,single,GLADIUS TASK FORCE,3,85.5,92.75,93.7,100,97.25,99.16,73.17,89.67,100,72.73,76.25,7.82,35.38,16,3
Blood Angels,9,single,ANVIL SIEGE FORCE,2,85.41,92.75,94.07,100,97.72,99.96,80.34,72.6,100,90.91,76.67,7.91,41.02,18,1
Blood Angels,10,combination,ANVIL SIEGE FORCE + VENGEFUL HOSTS,3,86.01,92.48,93.68,100,97.95,100,78.43,73.06,100,76.47,77.14,7,40.1,21,4
Blood Angels,11,combination,THE ANGELIC HOST + VENGEFUL HOSTS,3,86.37,92.39,93.36,100,97.54,99.26,78.92,73.71,100,82.35,77.27,6.52,37.69,22,3
Blood Angels,12,single,ORBITAL ASSAULT FORCE,2,86.15,92.38,93.72,97.43,94.85,98.12,74.49,97.49,98.2,72.73,76.25,6.74,34.59,16,3
Blood Angels,13,combination,FIRESTORM ASSAULT FORCE + SUBVERSION ASSETS,3,83.93,92.35,93,100,99.97,97.05,77.16,77.88,94.49,70.59,77.93,9.12,30.47,29,5
Blood Angels,14,combination,ENCARMINE SPEARTIP + FIRESTORM ASSAULT FORCE,3,85.05,92.34,93.2,100,98.25,100,73.74,80.31,100,82.35,77.27,7.89,35.8,22,3
Blood Angels,15,combination,BASTION TASK FORCE + VENGEFUL HOSTS,3,85.65,92.32,93.09,100,98.48,99.43,79.76,68.61,100,70.59,77,7.22,33.26,20,5
Blood Angels,16,combination,FIRESTORM ASSAULT FORCE + LEGACY OF GRACE,3,84.61,92.31,93.34,98.91,98.15,100,80.1,69.73,100,88.24,80.87,8.34,33.98,23,2
Blood Angels,17,combination,ORBITAL ASSAULT FORCE + VENGEFUL HOSTS,3,86.17,92.08,92.93,100,95.41,98.23,75.49,85.76,98.2,64.71,76.84,6.42,34.42,19,6
Blood Angels,18,combination,FIRESTORM ASSAULT FORCE + WRATH OF THE DOOMED,3,84.79,92.08,93.08,100,98.17,100,77.82,69.75,100,82.35,77.27,7.92,36.7,22,3
Blood Angels,19,combination,ENCARMINE SPEARTIP + IRONSTORM SPEARHEAD,3,85.1,92.06,92.95,100,97.77,100,73.82,78.56,100,70.59,77,7.56,33.09,20,5
Blood Angels,20,combination,IRONSTORM SPEARHEAD + LEGACY OF GRACE,3,84.82,92.05,93.08,99.26,97.46,100,80.18,67.98,100,76.47,80.95,7.85,31.1,21,4
Blood Angels,21,single,BASTION TASK FORCE,2,84.72,91.95,93.14,99.2,97.43,99.33,83.01,62.8,100,81.82,76.47,7.86,33.25,17,2
Blood Angels,22,single,ANGELIC INHERITORS,3,84.59,91.89,92.97,99.94,97.59,100,75.42,74.21,100,54.55,75.71,7.94,35,14,5
Blood Angels,23,combination,IRONSTORM SPEARHEAD + SUBVERSION ASSETS,3,83.98,91.84,92.78,100,99.39,96.43,77.3,75.99,92.89,58.82,77.78,8.56,27.77,27,7
Blood Angels,24,combination,IRONSTORM SPEARHEAD + WRATH OF THE DOOMED,3,84.81,91.69,92.72,100,97.3,100,77.88,67.86,100,70.59,77,7.5,34.15,20,5
Blood Angels,25,combination,LEGACY OF GRACE + THE ANGELIC HOST,3,84.38,91.62,92.31,99.58,98.31,100,80.04,61.19,100,88.24,80.87,7.9,35.64,23,2
Blood Angels,26,combination,ANVIL SIEGE FORCE + LEGACY OF GRACE,3,84.08,91.57,92.65,99.76,98.51,100,79.55,60.8,100,82.35,80.91,8.18,37.83,22,3
Blood Angels,27,combination,ENCARMINE SPEARTIP + THE ANGELIC HOST,3,84.58,91.56,92.28,100,98.59,99.99,73.67,71.77,100,82.35,77.27,7.62,37.69,22,3
Blood Angels,28,combination,STORMLANCE TASK FORCE + VENGEFUL HOSTS,3,84.68,91.49,92.35,100,98.08,100,69.16,81.39,100,76.47,77.14,7.44,32.55,21,4
Blood Angels,29,combination,ANVIL SIEGE FORCE + ENCARMINE SPEARTIP,3,84.36,91.46,92.43,100,98.85,100,73.18,71.12,100,76.47,77.14,7.76,40.1,21,4
Blood Angels,30,combination,ANVIL SIEGE FORCE + SUBVERSION ASSETS,3,83.25,91.31,92.07,100,99.99,97.12,76.67,68.23,94.57,64.71,77.86,8.83,33.16,28,6
Blood Angels,31,combination,BASTION TASK FORCE + LEGACY OF GRACE,3,83.81,91.27,92.24,99.26,98.42,100,80.88,56.35,100,76.47,80.95,8.17,31.22,21,4
Blood Angels,32,combination,THE ANGELIC HOST + WRATH OF THE DOOMED,3,84.35,91.17,91.9,100,98.01,100,77.76,61.18,100,82.35,77.27,7.48,38.65,22,3
Blood Angels,33,combination,SUBVERSION ASSETS + THE ANGELIC HOST,3,83.47,91.13,92.15,100,99.52,96.11,77.23,69.3,93.13,70.59,77.93,8.41,31.57,29,5
Blood Angels,34,combination,ANVIL SIEGE FORCE + WRATH OF THE DOOMED,3,84.08,91.07,92.2,100,98.42,100,77.27,60.1,100,76.47,77.14,7.68,41.1,21,4
Blood Angels,35,combination,ORBITAL ASSAULT FORCE + SUBVERSION ASSETS,3,83.23,91.06,92.08,100,98.22,95.53,73.79,81.17,90.49,52.94,77.69,8.6,28.36,26,8
Blood Angels,36,combination,LEGACY OF GRACE + ORBITAL ASSAULT FORCE,3,84.37,91.04,92.11,97.44,95.91,99.5,76.62,73.5,100,70.59,81,7.33,32.17,20,5
Blood Angels,37,combination,THE LOST BRETHREN + VENGEFUL HOSTS,3,84.94,91,92.11,100,97.15,99.19,77.43,64.38,99.04,76.47,77.14,6.66,41.43,21,4
Blood Angels,38,single,CERAMITE SENTINELS,3,83.94,91,91.84,100,97.15,98.64,72.02,75.81,100,90.91,76.67,7.76,35.12,18,1
Blood Angels,39,combination,BASTION TASK FORCE + SUBVERSION ASSETS,3,82.71,91,91.66,100,99.66,96.62,78.02,64.23,94.59,58.82,77.78,9.11,27.81,27,7
Blood Angels,40,combination,LEGACY OF GRACE + SUBVERSION ASSETS + VENGEFUL HOSTS,3,83.17,90.96,91.7,100,99,98.41,76.33,64.59,96.06,44.44,80.8,8.56,25.09,25,10
Blood Angels,41,combination,1ST COMPANY TASK FORCE + VENGEFUL HOSTS,3,84.88,90.92,91.95,100,97.09,99.43,75.91,65.82,100,70.59,77,6.64,41.1,20,5
Blood Angels,42,combination,BASTION TASK FORCE + ENCARMINE SPEARTIP,3,83.82,90.92,92,99.65,97.69,100,74.51,66.67,100,70.59,77,7.81,33.26,20,5
Blood Angels,43,combination,BASTION TASK FORCE + WRATH OF THE DOOMED,3,83.57,90.87,91.75,100,98.18,100,78.59,56.1,100,70.59,77,8.03,34.35,20,5
Blood Angels,44,combination,ENCARMINE SPEARTIP + ORBITAL ASSAULT FORCE,3,84.34,90.85,92.17,98.4,95.92,98.95,70.24,83.81,99.4,64.71,76.84,7.17,34.42,19,6
Blood Angels,45,single,VENGEFUL HOSTS,1,84.71,90.8,91.9,99,95.15,98.03,76.61,74.02,97.6,50,74.55,6.71,32.2,11,3
Blood Angels,46,combination,ORBITAL ASSAULT FORCE + WRATH OF THE DOOMED,3,84.09,90.65,91.81,98.91,95.66,99.06,74.31,73.04,99.4,64.71,76.84,7.24,35.58,19,6
Blood Angels,47,single,STORMLANCE TASK FORCE,2,82.97,90.55,91.47,99.87,97.44,99.99,61.91,88.31,100,90.91,76.67,8.37,32.44,18,1
Blood Angels,48,combination,ENCARMINE SPEARTIP + LEGACY OF GRACE + VENGEFUL HOSTS,3,83.91,90.54,91.34,99.48,97.34,100,73.81,65.45,100,55.56,81.11,7.32,30.13,18,8
Blood Angels,49,combination,ENCARMINE SPEARTIP + SUBVERSION ASSETS + VENGEFUL HOSTS,3,83.22,90.54,91.43,100,99.28,97.86,72.11,69.67,95.26,38.89,77.5,8.08,26.45,24,11
Blood Angels,50,combination,LEGACY OF GRACE + VENGEFUL HOSTS,2,83.73,90.47,91.4,98.34,96.18,99.54,77.71,63.11,100,58.33,81.33,7.45,29.56,15,5
Blood Angels,51,combination,LEGACY OF GRACE + VENGEFUL HOSTS + WRATH OF THE DOOMED,3,83.75,90.44,91.1,99.88,96.99,100,76.5,59.17,100,55.56,81.11,7.4,31.38,18,8
Blood Angels,52,combination,STORMLANCE TASK FORCE + SUBVERSION ASSETS,3,81.88,90.41,90.86,100,100,97.3,67.47,76.95,95.19,64.71,77.86,9.43,27.38,28,6
Blood Angels,53,combination,HEADHUNTER TASK FORCE + VENGEFUL HOSTS,3,84.55,90.34,91.21,100,96.02,98.26,68.1,81.56,98.2,64.71,76.84,6.41,33.44,19,6
Blood Angels,54,combination,ENCARMINE SPEARTIP + LEGACY OF GRACE + SUBVERSION ASSETS,3,81.79,90.33,90.89,100,99.61,98.58,72.83,63.29,96.36,44.44,80.8,9.45,25.09,25,10
Blood Angels,55,combination,LEGACY OF GRACE + SUBVERSION ASSETS + WRATH OF THE DOOMED,3,81.66,90.29,90.91,100,99.03,98.62,75.53,58.82,96.36,44.44,80.8,9.56,25.95,25,10
Blood Angels,56,combination,ENCARMINE SPEARTIP + VENGEFUL HOSTS,2,84.01,90.28,91.23,99.9,96.28,98.98,71.29,72.07,99.4,50,75.71,6.95,32.42,14,6
Blood Angels,57,combination,LEGACY OF GRACE + THE LOST BRETHREN,3,83.06,90.25,91.14,99.52,97.79,100,78.56,51.85,100,82.35,80.91,7.97,39.04,22,3
Blood Angels,58,combination,LEGACY OF GRACE + STORMLANCE TASK FORCE,3,82.7,90.25,91.17,98.75,98.24,100,70.29,68.86,100,82.35,80.91,8.37,30.6,22,3
Blood Angels,59,combination,SUBVERSION ASSETS + VENGEFUL HOSTS + WRATH OF THE DOOMED,3,83.07,90.21,91.24,100,98.69,97.86,74.79,62.49,95.26,38.89,77.5,7.91,27.36,24,11
Blood Angels,60,combination,ENCARMINE SPEARTIP + STORMLANCE TASK FORCE,3,83,90.19,91.03,99.93,97.92,100,63.91,79.45,100,76.47,77.14,7.97,32.55,21,4
Blood Angels,61,single,THE LOST BRETHREN,2,83.29,90.18,91.45,100,96.92,98.98,78.45,55.37,98.44,90.91,76.67,7.64,42.56,18,1
Blood Angels,62,combination,ENCARMINE SPEARTIP + THE LOST BRETHREN,3,83.09,90.16,91.12,100,97.97,99.94,72.18,62.43,100,76.47,77.14,7.84,41.43,21,4
Blood Angels,63,combination,SUBVERSION ASSETS + VENGEFUL HOSTS,2,82.89,90.12,91.09,100,98.22,95.53,74.93,69.44,90.49,33.33,77.14,8.02,25.61,21,8
Blood Angels,64,combination,ENCARMINE SPEARTIP + VENGEFUL HOSTS + WRATH OF THE DOOMED,3,83.81,90.11,90.86,100,97.05,99.92,72.18,64.25,100,50,76.47,6.99,33.92,17,9
Blood Angels,65,combination,1ST COMPANY TASK FORCE + LEGACY OF GRACE,3,82.95,90.11,90.9,99.56,97.74,100,77.02,53.56,100,76.47,80.95,7.95,38.77,21,4
Blood Angels,66,combination,1ST COMPANY TASK FORCE + ENCARMINE SPEARTIP,3,83.11,90.05,90.86,100,98.14,100,70.65,63.87,100,70.59,77,7.71,41.1,20,5
Blood Angels,67,combination,STORMLANCE TASK FORCE + WRATH OF THE DOOMED,3,82.74,90.02,90.9,100,98.15,100,67.99,68.83,100,76.47,77.14,8.09,33.62,21,4
Blood Angels,68,combination,VENGEFUL HOSTS + WRATH OF THE DOOMED,2,83.73,89.98,90.85,100,96,99.02,75.35,61.31,99.4,50,75.71,6.95,34.03,14,6
Blood Angels,69,single,1ST COMPANY TASK FORCE,2,83.04,89.95,91.08,100,97.09,99.25,75.2,58.01,99.8,81.82,76.47,7.68,42.16,17,2
Blood Angels,70,combination,LEGACY OF GRACE + SUBVERSION ASSETS,2,80.99,89.95,90.72,99.4,99,96.87,75.98,61.23,92.49,41.67,80.91,9.96,24.13,22,7
Blood Angels,71,combination,ENCARMINE SPEARTIP + SUBVERSION ASSETS + WRATH OF THE DOOMED,3,81.57,89.82,90.43,100,99.61,98.62,71.29,61.19,96.36,38.89,77.5,9.19,27.36,24,11
Blood Angels,72,combination,THE LOST BRETHREN + WRATH OF THE DOOMED,3,82.86,89.77,90.72,100,97.52,99.95,76.27,51.45,100,76.47,77.14,7.7,42.45,21,4
Blood Angels,73,single,ARMOURED SPEARTIP,3,82.75,89.67,90.6,100,96.07,98.58,61.11,88.03,98.2,100,76.84,7.72,39.29,19,0
Blood Angels,74,combination,SUBVERSION ASSETS + THE LOST BRETHREN,3,81.98,89.67,90.86,100,99.13,96.11,75.73,59.57,91.33,64.71,77.86,8.58,34.03,28,6
Blood Angels,75,combination,VANGUARD SPEARHEAD + VENGEFUL HOSTS,3,83.29,89.66,90.58,100,97.09,99.34,67.08,71,100,64.71,76.84,7.1,37.33,19,6
Blood Angels,76,combination,1ST COMPANY TASK FORCE + WRATH OF THE DOOMED,3,82.89,89.63,90.48,100,97.56,100,74.73,52.91,100,70.59,77,7.52,42.1,20,5
Blood Angels,77,combination,1ST COMPANY TASK FORCE + SUBVERSION ASSETS,3,82,89.63,90.82,100,99.03,96.36,74.13,61.03,93.49,58.82,77.78,8.51,33.9,27,7
Blood Angels,78,combination,FIRESTORM ASSAULT FORCE + FULGURIS TASK FORCE,3,82.44,89.61,90.61,100,97.47,99.88,77.91,46.81,100,88.24,77.39,8,35.18,23,2
Blood Angels,79,combination,HEADHUNTER TASK FORCE + LEGACY OF GRACE,3,82.55,89.46,90.41,97.77,96.69,99.54,69.23,69.75,100,70.59,81,7.72,31.35,20,5
Blood Angels,80,combination,ENCARMINE SPEARTIP + LEGACY OF GRACE + WRATH OF THE DOOMED,3,82.4,89.45,90.28,98.76,97.23,100,73,57.88,100,55.56,81.11,7.88,31.38,18,8
Blood Angels,81,combination,ENCARMINE SPEARTIP + HEADHUNTER TASK FORCE,3,82.88,89.44,90.42,99.93,96.62,98.98,62.85,79.61,99.4,64.71,76.84,7.33,33.44,19,6
Blood Angels,82,combination,HEADHUNTER TASK FORCE + SUBVERSION ASSETS,3,81.77,89.38,90.18,100,98.81,95.49,66.38,77.77,90.49,52.94,77.69,8.51,27.86,26,8
Blood Angels,83,combination,ENCARMINE SPEARTIP + SUBVERSION ASSETS,2,81.01,89.35,90.25,100,99.28,96.32,69.68,67.49,91.69,33.33,77.14,9.33,25.61,21,8
Blood Angels,84,combination,LEGACY OF GRACE + WRATH OF THE DOOMED,2,81.89,89.23,90.11,97.49,96.48,100,76.51,53.1,100,58.33,81.33,8.23,31.03,15,5
Blood Angels,85,combination,HEADHUNTER TASK FORCE + WRATH OF THE DOOMED,3,82.61,89.21,90.19,99.97,96.32,99.09,66.93,69.65,99.4,64.71,76.84,7.4,34.56,19,6
Blood Angels,86,combination,ENCARMINE SPEARTIP + LEGACY OF GRACE,2,82.1,89.13,90.02,96.87,96.6,100,72.46,61.17,100,58.33,81.33,7.89,29.56,15,5
Blood Angels,87,combination,FULGURIS TASK FORCE + IRONSTORM SPEARHEAD,3,82.47,89.11,90.22,100,96.61,99.27,77.98,45.06,100,76.47,77.14,7.45,32.4,21,4
Blood Angels,88,single,HEADHUNTER TASK FORCE,2,82.53,89.08,90.02,99.28,95.62,98.16,59.73,88.29,98.2,72.73,76.25,7.35,33.46,16,3
Blood Angels,89,single,LEGACY OF GRACE,1,81.51,88.8,89.66,95.05,95.78,99.34,78.78,52.2,100,66.67,81.67,8.21,28.75,12,2
Blood Angels,90,combination,ENCARMINE SPEARTIP + WRATH OF THE DOOMED,2,81.89,88.78,89.87,98.95,96.32,99.74,70.1,59.37,100,50,75.71,7.76,34.03,14,6
Blood Angels,91,combination,ENCARMINE SPEARTIP + VANGUARD SPEARHEAD,3,81.64,88.74,89.62,100,97.87,100,61.83,69.06,100,64.71,76.84,8,37.33,19,6
Blood Angels,92,combination,LEGACY OF GRACE + VANGUARD SPEARHEAD,3,81.33,88.71,89.74,98.69,97.65,100,68.21,59.19,100,70.59,81,8.32,34.89,20,5
Blood Angels,93,combination,ANVIL SIEGE FORCE + FULGURIS TASK FORCE,3,81.73,88.66,89.87,100,97.72,100,77.36,37.55,100,82.35,77.27,7.82,39.31,22,3
Blood Angels,94,combination,FULGURIS TASK FORCE + THE ANGELIC HOST,3,82.04,88.62,89.57,100,97.54,99.16,77.86,38.27,100,88.24,77.39,7.42,36.98,23,2
Blood Angels,95,combination,SUBVERSION ASSETS + WRATH OF THE DOOMED,2,80.78,88.57,89.49,100,98.69,96.29,73.73,53.13,91.69,33.33,77.14,8.8,26.63,21,8
Blood Angels,96,combination,SUBVERSION ASSETS + VANGUARD SPEARHEAD,3,80.53,88.5,89.44,100,99.39,96.4,65.41,66.42,92.89,52.94,77.69,9.01,30.41,26,8
Blood Angels,97,single,ENCARMINE SPEARTIP,1,81.75,88.44,89.62,97.95,95.52,98.8,66.11,70.13,99.4,50,74.55,7.56,32.2,11,3
Blood Angels,98,combination,FULGURIS TASK FORCE + LEGACY OF GRACE + VENGEFUL HOSTS,3,82.06,88.42,89.29,99.31,96.18,99.54,76.6,42.87,100,61.11,81.05,7.19,29.39,19,7
Blood Angels,99,combination,FULGURIS TASK FORCE + LEGACY OF GRACE + SUBVERSION ASSETS,3,80.04,88.4,89.08,100,99,98.37,75.6,40.52,96.06,50,80.77,9.46,24.66,26,9
Blood Angels,100,combination,VANGUARD SPEARHEAD + WRATH OF THE DOOMED,3,81.35,88.38,89.23,100,97.46,100,65.92,58.29,100,64.71,76.84,7.95,38.49,19,6
Blood Angels,101,combination,FULGURIS TASK FORCE + SUBVERSION ASSETS + VENGEFUL HOSTS,3,81.49,88.32,89.25,100,98.22,97.03,74.86,46.89,94.06,44.44,77.6,7.73,25.98,25,10
Blood Angels,102,combination,BASTION TASK FORCE + FULGURIS TASK FORCE,3,81.25,88.2,89.28,99.65,97.43,99.33,78.69,33.1,100,76.47,77.14,7.88,32.55,21,4
Blood Angels,103,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE + VENGEFUL HOSTS,3,82.23,88.18,89.06,100,96.28,98.98,72.28,48.85,99.4,55.56,76.67,6.75,31.71,18,8
Blood Angels,104,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE + SUBVERSION ASSETS,3,80.11,87.98,88.82,100,99.28,97.82,71.36,45.59,95.26,44.44,77.6,8.95,25.98,25,10
Blood Angels,105,combination,FULGURIS TASK FORCE + VENGEFUL HOSTS + WRATH OF THE DOOMED,3,82.07,87.92,88.73,100,96,99.02,74.98,41.47,99.4,55.56,76.67,6.65,33.03,18,8
Blood Angels,106,combination,FULGURIS TASK FORCE + ORBITAL ASSAULT FORCE,3,81.77,87.82,89.03,98.33,94.85,98.12,74.42,50.25,98.2,70.59,77,6.89,33.64,20,5
Blood Angels,107,combination,FULGURIS TASK FORCE + SUBVERSION ASSETS + WRATH OF THE DOOMED,3,79.91,87.59,88.5,100,98.69,97.79,74.06,37.82,95.26,44.44,77.6,8.77,26.88,25,10
Blood Angels,108,combination,FULGURIS TASK FORCE + STORMLANCE TASK FORCE,3,80.43,87.56,88.44,99.93,97.44,99.99,68.09,45.94,100,82.35,77.27,8.14,31.88,22,3
Blood Angels,109,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE + LEGACY OF GRACE,3,80.78,87.53,88.39,98.02,96.6,100,73.1,41.58,100,61.11,81.05,7.71,29.39,19,7
Blood Angels,110,single,WRATH OF THE DOOMED,1,81.26,87.51,88.71,97.98,95.3,98.79,74.29,45,99.4,50,74.55,7.14,34.2,11,3
Blood Angels,111,combination,FULGURIS TASK FORCE + LEGACY OF GRACE + WRATH OF THE DOOMED,3,80.66,87.46,88.32,98.35,96.48,100,75.79,35.1,100,61.11,81.05,7.77,30.61,19,7
Blood Angels,112,single,VANGUARD SPEARHEAD,2,80.2,87.33,88.42,100,96.58,99.13,57.82,67.98,100,72.73,76.25,8.16,37.97,16,3
Blood Angels,113,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE + WRATH OF THE DOOMED,3,80.65,87.22,88.18,99.41,96.32,99.74,71.48,40.18,100,55.56,76.67,7.53,33.03,18,8
Blood Angels,114,combination,FULGURIS TASK FORCE + VENGEFUL HOSTS,2,81.38,87.21,88.03,99.9,95.15,98.08,75.47,38.21,98.2,58.33,76,6.69,31.41,15,5
Blood Angels,115,combination,FULGURIS TASK FORCE + THE LOST BRETHREN,3,80.53,87.16,88.31,100,96.92,99.04,76.37,28.93,99.04,82.35,77.27,7.61,40.6,22,3
Blood Angels,116,combination,1ST COMPANY TASK FORCE + FULGURIS TASK FORCE,3,80.54,87.14,88.13,100,97.09,99.33,74.83,30.31,100,76.47,77.14,7.57,40.29,21,4
Blood Angels,117,combination,FULGURIS TASK FORCE + HEADHUNTER TASK FORCE,3,80.29,86.43,87.23,99.93,95.62,98.16,67.03,45.95,98.2,70.59,77,7.1,32.72,20,5
Blood Angels,118,combination,FULGURIS TASK FORCE + SUBVERSION ASSETS,2,78.5,86.21,87.11,100,98.14,95.42,73.82,33.03,90.49,41.67,77.27,8.94,25.1,22,7
Blood Angels,119,combination,FULGURIS TASK FORCE + LEGACY OF GRACE,2,79.46,86.15,87.01,96.42,95.78,99.34,76.63,27.3,100,66.67,81.25,7.77,28.71,16,4
Blood Angels,120,combination,ENCARMINE SPEARTIP + FULGURIS TASK FORCE,2,79.61,86.11,87.13,99.16,95.52,98.8,70.22,36.27,99.4,58.33,76,7.55,31.41,15,5
Blood Angels,121,single,SUBVERSION ASSETS,1,79.52,86.03,87.16,98.13,95.64,89.45,73.25,61.25,76.58,16.67,80,7.57,18.75,10,5
